Gathering Spot, Light, ..., -634, 48, -4759
Gathering Spot, Light, ..., -637, 47, -4707
Gathering Spot, Light, ..., -639, 47, -4769
Gathering Spot, Light, ..., -641, 47, -4714
Gathering Spot, Light, ..., -642, 47, -4697
Gathering Spot, Light, ..., -650, 46, -4668
Gathering Spot, Light, ..., -652, 46, -4678
Gathering Spot, Light, ..., -654, 46, -4695
Gathering Spot, Light, ..., -660, 46, -4661
Gathering Spot, Light, ..., -661, 47, -4670
Gathering Spot, Light, ..., -662, 46, -4625
Gathering Spot, Light, ..., -662, 46, -4641
Gathering Spot, Light, ..., -667, 47, -4683
Gathering Spot, Light, ..., -669, 46, -4633
Gathering Spot, Light, ..., -671, 46, -4621
Gathering Spot, Light, ..., -673, 47, -4665
Gathering Spot, Light, ..., -675, 47, -4644
Gathering Spot, Light, ..., -677, 47, -4638
Gathering Spot, Light, ..., -678, 48, -4650
Gathering Spot, Light, ..., -686, 47, -4623
Gathering Spot, Light, ..., -693, 47, -4598
Gathering Spot, Light, ..., -695, 45, -4578
Gathering Spot, Light, ..., -695, 46, -4585
Gathering Spot, Light, ..., -721, 46, -4546
Gathering Spot, Light, ..., -724, 83, -4462
Gathering Spot, Light, ..., -728, 77, -4484
Gathering Spot, Light, ..., -729, 77, -4510
Gathering Spot, Light, ..., -798, 82, -4410
Gathering Spot, Light, ..., -798, 82, -4441
Gathering Spot, Light, ..., -813, 82, -4416
Gathering Spot, Light, ..., -850, 61, -4391
Gathering Spot, Light, ..., -861, 45, -4433
Gathering Spot, Light, ..., -868, 44, -4448
Gathering Spot, Light, ..., -912, 45, -4449
Gathering Spot, Light, ..., -920, 44, -4469
Gathering Spot, Light, ..., -929, 46, -4460
Gathering Spot, Light, ..., -937, 46, -4478
Gathering Spot, Light, ..., -943, 46, -4461
Gathering Spot, Light, ..., -945, 46, -4472
Gathering Spot, Light, ..., -951, 53, -4411
Gathering Spot, Light, ..., -952, 46, -4470
Gathering Spot, Light, ..., -963, 80, -4386
Gathering Spot, Light, ..., -967, 80, -4383
Gathering Spot, Light, ..., -968, 81, -4368
Gathering Spot, Light, ..., -968, 81, -4372
Gathering Spot, Light, ..., -968, 81, -4378
Gathering Spot, Light, ..., -970, 81, -4376
Gathering Spot, Light, ..., -976, 73, -4348
Gathering Spot, Light, ..., -982, 73, -4389
Gathering Spot, Light, ..., -983, 73, -4357
Gathering Spot, Light, ..., -985, 46, -4424
Gathering Spot, Light, ..., -985, 73, -4379
Gathering Spot, Light, ..., -986, 73, -4386
Gathering Spot, Light, ..., -987, 73, -4369
Gathering Spot, Light, ..., -988, 73, -4375
Gathering Spot, Light, ..., -988, 73, -4394
Gathering Spot, Light, ..., -997, 46, -4430
Gathering Spot, Oak, ..., -593, 47, -4894
Gathering Spot, Oak, ..., -597, 47, -4828
Gathering Spot, Oak, ..., -601, 47, -4815
Gathering Spot, Oak, ..., -611, 47, -4825
Gathering Spot, Oak, ..., -826, 69, -1551
Gathering Spot, Oak, ..., -841, 69, -1547
Gathering Spot, Rice, ..., -808, 52, -6117
Gathering Spot, Rice, ..., -812, 52, -6116
Gathering Spot, Rice, ..., -839, 52, -6114
Gathering Spot, Rice, ..., -841, 52, -6117
Gathering Spot, Rice, ..., -842, 52, -6113
Gathering Spot, Spruce, ..., -567, 47, -4921
Gathering Spot, Spruce, ..., -571, 46, -4902
Gathering Spot, Spruce, ..., -584, 46, -4869
Gathering Spot, Spruce, ..., -591, 46, -4918
Gathering Spot, Spruce, ..., -599, 46, -4852
Gathering Spot, Spruce, ..., -609, 46, -4813
