name,x,y,z
Blacksmith,-574,52,-1924
Blacksmith,-565,69,-1597
Blacksmith,-565,70,-1593
Blacksmith,-464,51,-4926
Blacksmith,-464,51,-4918
Blacksmith,-460,53,-4937
Blacksmith,-458,53,-4937
Blacksmith,-451,51,-4927
Blacksmith,-289,47,-1157
Blacksmith,-219,27,-363
Blacksmith,-215,28,-345
Blacksmith,-199,28,-352
Blacksmith,-3,79,-1184
Blacksmith,96,40,-2244
Blacksmith,102,77,-784
Blacksmith,117,70,-3158
Blacksmith,206,33,-5259
Blacksmith,348,34,-5481
Blacksmith,477,72,-1594
Blacksmith,480,70,-1595
Blacksmith,487,69,-1597
Blacksmith,744,152,-4461
Blacksmith,745,152,-4464
Blacksmith,763,83,-5055
Blacksmith,767,83,-5062
Blacksmith,767,83,-5057
Blacksmith,941,69,-1957
Blacksmith,942,115,-5490
Blacksmith,945,116,-5486
Blacksmith,988,80,-744
Blacksmith,989,77,-664
Blacksmith,1002,116,-4538
Blacksmith,1004,114,-4539
Blacksmith,1005,114,-4538
Blacksmith,1010,42,-3487
Blacksmith,1055,20,-5146
Blacksmith,1088,110,-4549
Blacksmith,1096,107,-4553
Blacksmith,1096,107,-4545
Blacksmith,1096,111,-4555
Blacksmith,1096,111,-4543
Blacksmith,1123,43,-3121
Blacksmith,1260,35,-1341
Blacksmith,1267,35,-1358
Blacksmith,1274,35,-1349
Blacksmith,1496,46,-5300
Cooking Station,-2021,79,-4464
Cooking Station,-1880,80,-4485
Cooking Station,-1873,80,-4487
Cooking Station,-1730,68,-5515
Cooking Station,-1582,70,-2953
Cooking Station,-1411,45,-4709
Cooking Station,-1072,44,-4977
Cooking Station,-851,69,-1561
Cooking Station,-786,72,-935
Cooking Station,-569,49,-1942
Cooking Station,-454,50,-4954
Cooking Station,-132,94,-4451
Cooking Station,-7,78,-1137
Cooking Station,79,41,-2190
Cooking Station,110,38,-3108
Cooking Station,123,75,-843
Cooking Station,208,31,-5232
Cooking Station,441,69,-1574
Cooking Station,656,66,-2060
Cooking Station,738,152,-4471
Cooking Station,772,47,-5436
Cooking Station,800,75,-1601
Cooking Station,905,69,-1956
Cooking Station,962,127,-4474
Cooking Station,985,78,-742
Cooking Station,1053,20,-5159
Cooking Station,1338,33,-1284
Dungeon Scroll Merchant,-2044,79,-4484
Dungeon Scroll Merchant,-1699,67,-5524
Dungeon Scroll Merchant,-1698,67,-5523
Dungeon Scroll Merchant,-1697,68,-5525
Dungeon Scroll Merchant,-1005,48,-5323
Dungeon Scroll Merchant,-882,77,-933
Dungeon Scroll Merchant,-876,78,-931
Dungeon Scroll Merchant,-875,78,-932
Dungeon Scroll Merchant,-871,124,-4910
Dungeon Scroll Merchant,-452,49,-5007
Dungeon Scroll Merchant,-449,49,-5007
Dungeon Scroll Merchant,42,40,-2198
Dungeon Scroll Merchant,85,75,-806
Dungeon Scroll Merchant,419,69,-1610
Dungeon Scroll Merchant,419,70,-1606
Dungeon Scroll Merchant,861,69,-1973
Dungeon Scroll Merchant,863,68,-1971
Dungeon Scroll Merchant,1234,33,-1300
Dungeon Scroll Merchant,1236,32,-1298
Emerald Merchant,-2030,79,-4432
Emerald Merchant,-2030,79,-4428
Emerald Merchant,-2030,79,-4422
Emerald Merchant,-1966,79,-4433
Emerald Merchant,-1966,79,-4427
Emerald Merchant,-1966,79,-4422
Emerald Merchant,-1751,70,-5539
Emerald Merchant,-1751,70,-5529
Emerald Merchant,-1748,70,-5542
Emerald Merchant,-1748,70,-5526
Emerald Merchant,-1738,70,-5542
Emerald Merchant,-1738,70,-5526
Emerald Merchant,-1735,70,-5539
Emerald Merchant,-1735,70,-5529
Emerald Merchant,-1601,75,-2893
Emerald Merchant,-1598,75,-2889
Emerald Merchant,-1593,75,-2889
Emerald Merchant,-1587,75,-2889
Emerald Merchant,-1585,75,-2893
Emerald Merchant,-1449,46,-4736
Emerald Merchant,-1449,46,-4716
Emerald Merchant,-1168,67,-2404
Emerald Merchant,-1027,48,-5324
Emerald Merchant,-1018,48,-5324
Emerald Merchant,-900,87,-923
Emerald Merchant,-900,87,-915
Emerald Merchant,-898,79,-923
Emerald Merchant,-898,79,-915
Emerald Merchant,-896,87,-923
Emerald Merchant,-896,87,-915
Emerald Merchant,-894,79,-923
Emerald Merchant,-894,79,-915
Emerald Merchant,-893,87,-924
Emerald Merchant,-893,87,-914
Emerald Merchant,-864,69,-1600
Emerald Merchant,-856,69,-1599
Emerald Merchant,-850,69,-1596
Emerald Merchant,-727,102,-6453
Emerald Merchant,-721,41,-3097
Emerald Merchant,-721,41,-3089
Emerald Merchant,-720,56,-3095
Emerald Merchant,-720,56,-3091
Emerald Merchant,-717,41,-3097
Emerald Merchant,-717,41,-3089
Emerald Merchant,-662,69,-1048
Emerald Merchant,-662,69,-1025
Emerald Merchant,-425,51,-4910
Emerald Merchant,-416,51,-4919
Emerald Merchant,-304,49,-4980
Emerald Merchant,-284,45,-1152
Emerald Merchant,-213,30,-298
Emerald Merchant,-212,30,-301
Emerald Merchant,-208,30,-301
Emerald Merchant,-207,30,-298
Emerald Merchant,9,68,-3222
Emerald Merchant,9,68,-3212
Emerald Merchant,85,43,-2225
Emerald Merchant,85,43,-2215
Emerald Merchant,86,43,-2229
Emerald Merchant,86,43,-2211
Emerald Merchant,87,75,-847
Emerald Merchant,87,75,-845
Emerald Merchant,89,75,-850
Emerald Merchant,89,75,-842
Emerald Merchant,95,43,-2229
Emerald Merchant,95,43,-2211
Emerald Merchant,96,43,-2225
Emerald Merchant,96,43,-2215
Emerald Merchant,164,8,-5322
Emerald Merchant,170,8,-5322
Emerald Merchant,224,31,-5242
Emerald Merchant,484,69,-1551
Emerald Merchant,488,69,-1551
Emerald Merchant,491,69,-1558
Emerald Merchant,491,69,-1554
Emerald Merchant,745,149,-4496
Emerald Merchant,784,61,-3326
Emerald Merchant,800,61,-3326
Emerald Merchant,800,96,-5041
Emerald Merchant,801,96,-5037
Emerald Merchant,808,96,-5033
Emerald Merchant,918,118,-5473
Emerald Merchant,918,118,-5465
Emerald Merchant,920,118,-5475
Emerald Merchant,920,118,-5463
Emerald Merchant,975,75,-698
Emerald Merchant,975,75,-692
Emerald Merchant,979,17,-5124
Emerald Merchant,980,17,-5146
Emerald Merchant,980,17,-5135
Emerald Merchant,990,75,-691
Emerald Merchant,991,75,-696
Emerald Merchant,1015,101,-1987
Emerald Merchant,1015,101,-1938
Emerald Merchant,1025,101,-1977
Emerald Merchant,1025,101,-1928
Emerald Merchant,1073,110,-4562
Emerald Merchant,1073,110,-4536
Emerald Merchant,1081,110,-4562
Emerald Merchant,1081,110,-4536
Emerald Merchant,1142,45,-3120
Emerald Merchant,1473,47,-5305
Emerald Merchant,1473,47,-5300
Housing Balloon,-2006,36,-4367
Housing Balloon,-1716,68,-5530
Housing Balloon,-1612,69,-2944
Housing Balloon,-1171,66,-2434
Housing Balloon,-1039,45,-5337
Housing Balloon,-876,56,-5948
Housing Balloon,-839,78,-918
Housing Balloon,-835,68,-1541
Housing Balloon,-471,48,-4971
Housing Balloon,82,37,-3092
Housing Balloon,111,74,-858
Housing Balloon,152,42,-2191
Housing Balloon,455,68,-1571
Housing Balloon,912,68,-1943
Housing Balloon,987,108,-5488
Housing Balloon,1017,78,-700
Housing Balloon,1029,112,-4600
Housing Balloon,1126,14,-5177
Housing Balloon,14070,105,-3922
Item Identifier,-1993,34,-4582
Item Identifier,-1933,78,-4500
Item Identifier,-1922,80,-4488
Item Identifier,-1911,81,-4491
Item Identifier,-1911,81,-4488
Item Identifier,-1910,81,-4490
Item Identifier,-1910,81,-4489
Item Identifier,-1905,81,-4491
Item Identifier,-1904,81,-4492
Item Identifier,-1901,82,-4499
Item Identifier,-1898,81,-4492
Item Identifier,-1897,81,-4491
Item Identifier,-1742,67,-5504
Item Identifier,-1734,70,-5514
Item Identifier,-1734,70,-5512
Item Identifier,-1723,68,-5502
Item Identifier,-1723,70,-5509
Item Identifier,-1722,68,-5503
Item Identifier,-1722,68,-5501
Item Identifier,-1721,68,-5502
Item Identifier,-1708,67,-5514
Item Identifier,-1612,40,-2370
Item Identifier,-1611,40,-2371
Item Identifier,-1611,42,-2361
Item Identifier,-1610,40,-2370
Item Identifier,-1594,71,-2956
Item Identifier,-1594,71,-2929
Item Identifier,-1593,70,-2943
Item Identifier,-1593,71,-2957
Item Identifier,-1593,71,-2955
Item Identifier,-1593,71,-2930
Item Identifier,-1593,71,-2928
Item Identifier,-1592,71,-2956
Item Identifier,-1592,71,-2929
Item Identifier,-1471,46,-4722
Item Identifier,-1467,46,-4723
Item Identifier,-1467,46,-4718
Item Identifier,-1463,46,-4722
Item Identifier,-1039,49,-5309
Item Identifier,-1032,48,-5311
Item Identifier,-1032,48,-5307
Item Identifier,-859,79,-905
Item Identifier,-858,79,-906
Item Identifier,-858,79,-904
Item Identifier,-857,79,-905
Item Identifier,-856,78,-898
Item Identifier,-803,70,-1569
Item Identifier,-705,68,-1590
Item Identifier,-679,57,-3050
Item Identifier,-676,54,-3101
Item Identifier,-675,42,-3048
Item Identifier,-666,56,-3045
Item Identifier,-665,56,-3046
Item Identifier,-665,56,-3044
Item Identifier,-664,56,-3045
Item Identifier,-663,37,-3085
Item Identifier,-657,37,-3109
Item Identifier,-655,70,-1038
Item Identifier,-646,39,-3042
Item Identifier,-646,54,-3043
Item Identifier,-646,69,-1043
Item Identifier,-645,38,-3063
Item Identifier,-645,54,-3062
Item Identifier,-635,51,-3084
Item Identifier,-629,94,-1401
Item Identifier,-627,51,-3102
Item Identifier,-627,91,-1407
Item Identifier,-626,91,-1408
Item Identifier,-625,91,-1407
Item Identifier,-624,54,-3053
Item Identifier,-558,50,-1936
Item Identifier,-553,68,-1588
Item Identifier,-553,69,-1581
Item Identifier,-551,68,-1589
Item Identifier,-547,52,-1935
Item Identifier,-440,49,-4945
Item Identifier,-431,49,-4950
Item Identifier,-290,44,-1160
Item Identifier,-280,45,-1159
Item Identifier,-280,47,-1158
Item Identifier,-279,45,-1160
Item Identifier,-278,45,-1159
Item Identifier,-218,32,-325
Item Identifier,-208,31,-326
Item Identifier,-208,31,-324
Item Identifier,-207,31,-325
Item Identifier,77,73,-355
Item Identifier,78,73,-356
Item Identifier,78,73,-354
Item Identifier,78,75,-346
Item Identifier,79,73,-355
Item Identifier,85,42,-2179
Item Identifier,85,43,-2186
Item Identifier,91,75,-779
Item Identifier,106,76,-777
Item Identifier,106,76,-775
Item Identifier,125,68,-3174
Item Identifier,140,70,-3173
Item Identifier,214,30,-5267
Item Identifier,216,33,-5265
Item Identifier,226,33,-5259
Item Identifier,468,69,-1581
Item Identifier,468,72,-1582
Item Identifier,469,72,-1583
Item Identifier,469,72,-1581
Item Identifier,470,72,-1582
Item Identifier,727,156,-4479
Item Identifier,732,155,-4476
Item Identifier,736,153,-4483
Item Identifier,736,153,-4477
Item Identifier,789,82,-5073
Item Identifier,791,81,-5066
Item Identifier,796,81,-5071
Item Identifier,797,63,-3374
Item Identifier,802,63,-3389
Item Identifier,806,63,-3374
Item Identifier,914,118,-5499
Item Identifier,925,118,-5496
Item Identifier,925,118,-5494
Item Identifier,926,118,-5495
Item Identifier,933,69,-1957
Item Identifier,933,69,-1955
Item Identifier,963,80,-677
Item Identifier,972,74,-673
Item Identifier,992,41,-3518
Item Identifier,992,42,-3533
Item Identifier,1029,19,-5114
Item Identifier,1031,19,-5116
Item Identifier,1035,21,-5110
Item Identifier,1039,19,-5104
Item Identifier,1041,19,-5106
Item Identifier,1051,118,-4549
Item Identifier,1075,113,-4549
Item Identifier,1077,112,-4549
Item Identifier,1077,113,-4551
Item Identifier,1077,113,-4547
Item Identifier,1079,113,-4549
Item Identifier,1090,109,-4549
Item Identifier,1123,41,-3111
Item Identifier,1124,41,-3110
Item Identifier,1129,42,-3115
Item Identifier,1136,45,-3117
Item Identifier,1140,44,-3118
Item Identifier,1269,31,-1346
Item Identifier,1277,31,-1333
Item Identifier,1293,31,-1277
Item Identifier,1306,33,-1314
Item Identifier,1306,33,-1308
Item Identifier,1307,31,-1339
Item Identifier,1307,33,-1315
Item Identifier,1307,33,-1307
Item Identifier,1310,33,-1311
Item Identifier,1313,33,-1315
Item Identifier,1313,33,-1307
Item Identifier,1314,33,-1314
Item Identifier,1314,33,-1308
Item Identifier,1338,31,-1294
Item Identifier,1339,31,-1313
Item Identifier,1464,47,-5272
Item Identifier,1466,47,-5264
Jeweling Station,-2127,55,-4570
Jeweling Station,-1975,79,-4464
Jeweling Station,-1781,68,-5536
Jeweling Station,-1586,70,-2985
Jeweling Station,-1405,45,-4707
Jeweling Station,-1037,48,-5317
Jeweling Station,-873,79,-937
Jeweling Station,-841,69,-1487
Jeweling Station,-437,49,-4947
Jeweling Station,-202,30,-314
Jeweling Station,-176,102,-4425
Jeweling Station,-46,74,-1146
Jeweling Station,111,41,-2220
Jeweling Station,112,75,-794
Jeweling Station,113,38,-3118
Jeweling Station,226,31,-5254
Jeweling Station,461,69,-1604
Jeweling Station,663,64,-2086
Jeweling Station,737,63,-1442
Jeweling Station,741,149,-4508
Jeweling Station,928,69,-1965
Jeweling Station,939,118,-5513
Jeweling Station,1009,81,-722
Jeweling Station,1071,20,-5127
Jeweling Station,1100,103,-4567
Jeweling Station,1259,33,-1283
Jeweling Station,1419,66,-5256
Liquid Merchant,-1998,79,-4427
Liquid Merchant,-1593,70,-2904
Liquid Merchant,-887,87,-919
Liquid Merchant,-646,67,-1031
Liquid Merchant,-433,49,-4919
Liquid Merchant,-425,49,-4927
Liquid Merchant,167,8,-5324
Liquid Merchant,474,69,-1554
Liquid Merchant,488,69,-1568
Liquid Merchant,937,69,-1970
Liquid Merchant,981,75,-690
Liquid Merchant,995,17,-5135
Liquid Merchant,1062,110,-4549
Party Finder,-1989,81,-4447
Party Finder,-1983,67,-5647
Party Finder,-1739,69,-5482
Party Finder,-1601,70,-2920
Party Finder,-1478,46,-4731
Party Finder,-1021,48,-5325
Party Finder,-920,69,-1891
Party Finder,-877,78,-925
Party Finder,-840,125,-4925
Party Finder,-736,104,-6463
Party Finder,-727,104,-6463
Party Finder,-701,57,-3101
Party Finder,-447,49,-4937
Party Finder,-214,32,-315
Party Finder,90,43,-2219
Party Finder,101,77,-832
Party Finder,102,70,-3175
Party Finder,237,33,-5247
Party Finder,470,69,-1563
Party Finder,713,45,-4442
Party Finder,761,83,-5039
Party Finder,930,118,-5485
Party Finder,981,85,-1952
Party Finder,985,77,-672
Party Finder,1023,20,-5126
Party Finder,1085,112,-4556
Party Finder,1303,33,-1314
Potion Merchant,-1868,61,-4534
Potion Merchant,-1735,68,-5492
Potion Merchant,-1692,77,-2595
Potion Merchant,-1637,75,-2946
Potion Merchant,-1467,44,-4734
Potion Merchant,-1395,72,-2852
Potion Merchant,-1170,67,-2383
Potion Merchant,-1014,49,-5286
Potion Merchant,-890,62,-1883
Potion Merchant,-882,80,-943
Potion Merchant,-872,59,-6010
Potion Merchant,-821,70,-1593
Potion Merchant,-737,102,-6443
Potion Merchant,-647,61,-878
Potion Merchant,-618,91,-1443
Potion Merchant,-611,40,-3069
Potion Merchant,-611,55,-3063
Potion Merchant,-572,41,-3549
Potion Merchant,-493,49,-4950
Potion Merchant,-269,65,-1044
Potion Merchant,-189,30,-321
Potion Merchant,-142,69,-1806
Potion Merchant,-12,78,-1135
Potion Merchant,93,68,-3167
Potion Merchant,114,42,-2172
Potion Merchant,116,75,-778
Potion Merchant,182,79,-672
Potion Merchant,215,31,-5219
Potion Merchant,284,18,-1961
Potion Merchant,452,69,-1595
Potion Merchant,746,151,-4475
Potion Merchant,747,152,-4474
Potion Merchant,749,152,-4476
Potion Merchant,758,81,-5045
Potion Merchant,862,47,-2874
Potion Merchant,922,116,-5489
Potion Merchant,923,69,-1955
Potion Merchant,1014,79,-682
Potion Merchant,1099,15,-5207
Potion Merchant,1121,109,-4549
Potion Merchant,1267,33,-1322
Potion Merchant,1278,89,-749
Potion Merchant,1375,145,-5294
Potion Merchant,1377,144,-5301
Potion Merchant,1377,145,-5285
Potion Merchant,1378,144,-5300
Potion Merchant,1379,145,-5293
Potion Merchant,1413,96,-1824
Potion Merchant,1480,47,-5275
Powder Master,-1993,36,-4582
Powder Master,-1888,49,-4561
Powder Master,-1866,55,-4561
Powder Master,-1866,55,-4557
Powder Master,-1847,61,-4560
Powder Master,-1759,69,-5507
Powder Master,-1756,68,-5510
Powder Master,-1755,68,-5512
Powder Master,-1754,68,-5513
Powder Master,-1754,68,-5511
Powder Master,-1753,68,-5512
Powder Master,-1613,71,-2878
Powder Master,-1612,71,-2879
Powder Master,-1612,71,-2877
Powder Master,-1611,71,-2878
Powder Master,-1599,72,-2871
Powder Master,-1160,67,-2385
Powder Master,-1159,67,-2386
Powder Master,-1158,67,-2385
Powder Master,-1157,69,-2382
Powder Master,-1000,46,-5311
Powder Master,-844,80,-943
Powder Master,-843,78,-936
Powder Master,-843,80,-944
Powder Master,-843,80,-942
Powder Master,-835,82,-942
Powder Master,-676,53,-3101
Powder Master,-663,38,-3085
Powder Master,-658,41,-3064
Powder Master,-657,36,-3109
Powder Master,-654,57,-3070
Powder Master,-645,40,-3067
Powder Master,-644,40,-3068
Powder Master,-644,40,-3066
Powder Master,-644,55,-3070
Powder Master,-643,40,-3067
Powder Master,-643,55,-3071
Powder Master,-643,55,-3069
Powder Master,-642,55,-3070
Powder Master,-635,52,-3084
Powder Master,-627,52,-3102
Powder Master,-623,41,-3129
Powder Master,-566,51,-1918
Powder Master,-558,52,-1914
Powder Master,-474,48,-4955
Powder Master,-463,49,-4957
Powder Master,-309,47,-1149
Powder Master,-172,73,-1626
Powder Master,-171,73,-1625
Powder Master,-166,74,-1632
Powder Master,110,75,-791
Powder Master,115,77,-792
Powder Master,185,42,-2173
Powder Master,187,43,-2169
Powder Master,206,30,-5227
Powder Master,208,33,-5226
Powder Master,226,35,-5237
Powder Master,478,73,-1615
Powder Master,486,69,-1624
Powder Master,493,69,-1621
Powder Master,729,157,-4467
Powder Master,734,156,-4468
Powder Master,734,156,-4466
Powder Master,735,156,-4467
Powder Master,777,83,-5066
Powder Master,947,120,-4582
Powder Master,948,77,-1925
Powder Master,962,111,-4544
Powder Master,962,111,-4538
Powder Master,966,83,-717
Powder Master,968,114,-4541
Powder Master,971,82,-710
Powder Master,972,82,-711
Powder Master,996,113,-4552
Powder Master,1062,21,-5155
Powder Master,1066,20,-5154
Powder Master,1066,21,-5159
Powder Master,1066,21,-5151
Powder Master,1070,21,-5155
Scribing Station,-2138,55,-4577
Scribing Station,-1985,79,-4450
Scribing Station,-1726,68,-5502
Scribing Station,-1577,70,-2979
Scribing Station,-1416,45,-4718
Scribing Station,-1032,44,-4999
Scribing Station,-852,78,-904
Scribing Station,-821,69,-1565
Scribing Station,-758,81,-666
Scribing Station,-449,49,-4957
Scribing Station,-251,80,-1419
Scribing Station,-210,30,-323
Scribing Station,-172,102,-4425
Scribing Station,18,77,-1181
Scribing Station,32,42,-2184
Scribing Station,109,75,-835
Scribing Station,116,68,-3196
Scribing Station,226,31,-5265
Scribing Station,460,69,-1598
Scribing Station,703,72,-2100
Scribing Station,749,152,-4458
Scribing Station,789,81,-5078
Scribing Station,797,75,-1586
Scribing Station,867,69,-1972
Scribing Station,997,82,-738
Scribing Station,1021,114,-4539
Scribing Station,1078,20,-5142
Scribing Station,1320,33,-1339
Scribing Station,1321,37,-4087
Scribing Station,1426,66,-5249
Scroll Merchant,-2136,55,-4563
Scroll Merchant,-2108,50,-4557
Scroll Merchant,-1725,68,-5529
Scroll Merchant,-1632,70,-2910
Scroll Merchant,-1431,44,-4718
Scroll Merchant,-1175,67,-2419
Scroll Merchant,-993,49,-5289
Scroll Merchant,-879,79,-895
Scroll Merchant,-816,69,-1561
Scroll Merchant,-691,40,-3116
Scroll Merchant,-690,55,-3110
Scroll Merchant,-456,49,-4957
Scroll Merchant,-300,45,-1141
Scroll Merchant,87,68,-3189
Scroll Merchant,112,75,-834
Scroll Merchant,123,41,-2208
Scroll Merchant,226,31,-5268
Scroll Merchant,478,69,-1537
Scroll Merchant,749,152,-4462
Scroll Merchant,776,81,-5051
Scroll Merchant,876,48,-2858
Scroll Merchant,931,77,-1923
Scroll Merchant,938,110,-4547
Scroll Merchant,953,120,-4593
Scroll Merchant,965,118,-4555
Scroll Merchant,969,75,-667
Scroll Merchant,969,118,-4555
Scroll Merchant,971,117,-4580
Scroll Merchant,974,76,-668
Scroll Merchant,1004,111,-5464
Scroll Merchant,1034,20,-5120
Scroll Merchant,1324,33,-1346
Scroll Merchant,1476,46,-5309
Tailoring Station,-2003,79,-4496
Tailoring Station,-1929,79,-4483
Tailoring Station,-1640,70,-2913
Tailoring Station,-1608,70,-2978
Tailoring Station,-1402,45,-4704
Tailoring Station,-1010,49,-5287
Tailoring Station,-877,78,-912
Tailoring Station,-873,69,-1559
Tailoring Station,-553,50,-1920
Tailoring Station,-455,51,-4929
Tailoring Station,-308,75,-1400
Tailoring Station,-141,98,-4399
Tailoring Station,-141,98,-4395
Tailoring Station,-23,76,-1165
Tailoring Station,103,75,-807
Tailoring Station,116,68,-3167
Tailoring Station,142,42,-2181
Tailoring Station,208,31,-5253
Tailoring Station,466,69,-1607
Tailoring Station,694,72,-2069
Tailoring Station,748,149,-4506
Tailoring Station,778,82,-5062
Tailoring Station,821,75,-1602
Tailoring Station,882,69,-1935
Tailoring Station,965,75,-663
Tailoring Station,1057,22,-5152
Tailoring Station,1108,104,-4558
Tailoring Station,1298,34,-1241
Tool Merchant,-1952,59,-5411
Tool Merchant,-1828,119,-3120
Tool Merchant,-1821,52,-2960
Tool Merchant,-1764,58,-5305
Tool Merchant,-1725,50,-4778
Tool Merchant,-1708,55,-4597
Tool Merchant,-1683,39,-2379
Tool Merchant,-1646,79,-4325
Tool Merchant,-1605,38,-2389
Tool Merchant,-1521,81,-2434
Tool Merchant,-1510,50,-5251
Tool Merchant,-1372,94,-2633
Tool Merchant,-1313,75,-3135
Tool Merchant,-1280,83,-3168
Tool Merchant,-1230,46,-4674
Tool Merchant,-1227,45,-5390
Tool Merchant,-1049,54,-5273
Tool Merchant,-987,45,-4568
Tool Merchant,-830,68,-1901
Tool Merchant,-774,25,-534
Tool Merchant,-739,46,-4897
Tool Merchant,-733,64,-838
Tool Merchant,-707,45,-4838
Tool Merchant,-655,107,-1244
Tool Merchant,-649,68,-1599
Tool Merchant,-602,60,-830
Tool Merchant,-589,66,-711
Tool Merchant,-575,104,-1300
Tool Merchant,-571,48,-1947
Tool Merchant,-548,43,-423
Tool Merchant,-547,113,-4427
Tool Merchant,-344,42,-2454
Tool Merchant,-323,39,-4630
Tool Merchant,-275,69,-1408
Tool Merchant,-263,36,-5357
