name,x,y,z
Scroll Shop,-1427,46,-4722
Scroll Shop,-1171,67,-2418
Scroll Shop,-990,49,-5289
Scroll Shop,-870,79,-901
Scroll Shop,-869,79,-902
Scroll Shop,-869,79,-900
Scroll Shop,-868,79,-901
Scroll Shop,-823,70,-1570
Scroll Shop,-821,70,-1570
Scroll Shop,-695,55,-3106
Scroll Shop,-694,40,-3111
Scroll Shop,-678,54,-3087
Scroll Shop,-662,36,-3109
Scroll Shop,-451,48,-4961
Scroll Shop,-449,50,-4961
Scroll Shop,-449,50,-4959
Scroll Shop,-300,46,-1144
Scroll Shop,-297,46,-1141
Scroll Shop,100,68,-3182
Scroll Shop,112,76,-833
Scroll Shop,113,76,-834
Scroll Shop,114,42,-2204
Scroll Shop,115,42,-2203
Scroll Shop,116,42,-2204
Scroll Shop,463,73,-1540
Scroll Shop,466,71,-1536
Scroll Shop,750,152,-4464
Scroll Shop,773,82,-5051
Scroll Shop,775,82,-5055
Scroll Shop,870,49,-2858
Scroll Shop,927,78,-1933
Scroll Shop,928,78,-1934
Scroll Shop,929,78,-1933
Scroll Shop,937,79,-1928
Scroll Shop,937,79,-1926
Scroll Shop,938,79,-1927
Scroll Shop,949,116,-5501
Scroll Shop,1000,112,-5473
Scroll Shop,1001,112,-5474
Scroll Shop,1031,20,-5122
Scroll Shop,1032,20,-5123
Scroll Shop,1036,20,-5124
Scroll Shop,1323,34,-1339
Scroll Shop,1324,34,-1340
Scroll Shop,1324,34,-1338
Scroll Shop,1325,34,-1339
Scroll Shop,1480,47,-5308
Scroll Shop,1480,47,-5306
Scroll Shop,1481,47,-5307
Seasail Shop,-627,37,-3540
Seasail Shop,-623,36,-3559
Seasail Shop,-623,37,-3540
Seasail Shop,-622,36,-3560
Seasail Shop,64,39,-2239
Seasail Shop,89,36,-3074
Seasail Shop,89,36,-3068
Seasail Shop,93,39,-2248
Seasail Shop,102,73,-867
Seasail Shop,106,39,-2250
Seasail Shop,106,69,-917
Seasail Shop,107,39,-2249
Seasail Shop,108,71,-886
Seasail Shop,109,71,-887
Seasail Shop,120,39,-2236
Seasail Shop,122,71,-919
Seasail Shop,161,39,-2238
Seasail Shop,170,39,-2222
Seasail Shop,217,39,-2204
Selchar Bank,85,69,-3203
Selchar Bank,86,69,-3204
Temple Bank,-690,73,-1028
Temple Bank,-681,75,-1053
Temple Bank,-681,75,-1020
Tempo Town Bank,-292,47,-1152
Thanos Bank,167,11,-5314
Thesead Bank,780,80,-5033
Thesead Bank,798,95,-5011
Thesead Bank,810,98,-5030
Thesead Bank,811,98,-5031
Treasure Shop,110,68,-3163
Troms Bank,-883,79,-922
Troms Bank,-883,79,-916
Troms Bank,-882,79,-923
Troms Bank,-882,79,-921
Troms Bank,-882,79,-917
Troms Bank,-882,79,-915
Troms Bank,-881,79,-922
Troms Bank,-881,79,-916
Weapon Shop,-1888,50,-4557
Weapon Shop,-1876,54,-4565
Weapon Shop,-1871,54,-4565
Weapon Shop,-860,79,-935
Weapon Shop,-859,79,-936
Weapon Shop,-859,79,-934
Weapon Shop,-858,79,-935
Weapon Shop,-809,70,-1584
Weapon Shop,-808,70,-1583
Weapon Shop,-807,70,-1584
Weapon Shop,-660,39,-3047
Weapon Shop,-642,38,-3063
Weapon Shop,-633,52,-3085
Weapon Shop,-629,39,-3054
Weapon Shop,-626,53,-3081
Weapon Shop,-625,53,-3080
Weapon Shop,-621,39,-3069
Weapon Shop,-620,39,-3079
Weapon Shop,127,46,-2152
Weapon Shop,128,46,-2153
Weapon Shop,128,46,-2151
Weapon Shop,129,46,-2152
Weapon Shop,130,68,-3163
Weapon Shop,954,69,-1964
Weapon Shop,954,69,-1961
Weapon Shop,1131,62,-3133
Weapon Shop,1132,62,-3134
Weapon Shop,1132,62,-3132
Weapon Shop,1133,62,-3133
Weapon Shop,14075,123,-4160
Weapon Shop,14076,118,-4193
Wig Shop,997,121,-4513
Wig Shop,998,121,-4512
Zhight Gift Shop,-585,40,-2781
Zhight Gift Shop,-579,40,-2786
Zhight Gift Shop,-574,40,-2791
