name,x,y,z
Hive Servant,322,48,-5501
Hive Servant,329,31,-5458
Hive Servant,343,48,-5551
Hive Servant,345,47,-5490
Hive Servant,368,48,-5495
Homeless Mayor,-298,45,-1147
Hot Air Balloon Captain,254,147,-3301
Hrona,1470,86,-4334
Iboju Shaman,-713,98,-610
Ildan,-870,94,-1034
Imperial Guard,-1914,81,-1725
Irlok,499,155,-4778
Isfurus,-803,33,-374
Javen,-1413,48,-2920
Javen,-1384,71,-2850
Javier,-640,54,-3117
Jenprest,-890,62,-1874
Jill,746,150,-4468
Jitak,-185,32,-5473
Jorkin,338,41,-1242
Juggler,-476,47,-4906
Jungle Native,-796,88,-675
Jungle Native,-746,80,-685
Ka L'argwit,-545,54,-313
Kamoth,10005,22,5318
Karkun,-661,44,-3152
Karoc Miner,-1656,45,-4403
Kelight,-693,63,-976
King Burtan,50,16,-5242
Kofis,505,51,-4464
Korun,-239,34,-5224
Korzim,1436,136,-5388
Korzim,1564,54,-5289
Krattson,-539,47,-331
Kroac,-1583,52,-5438
Laen,24,39,-2199
Lari,-1677,46,-6744
Lari,-1657,100,-6738
Lari,-1643,66,-6725
Lari,-1638,46,-6723
Lari,-1628,45,-6724
Leacen,-900,47,-758
Legendary Attendant,-1114,67,-2414
Legendary Attendant,-1079,67,-2420
Legendary Messenger,-1638,69,-2922
Legolus,-139,93,-4445
Leucsaa,201,39,-2173
Librarian,-1856,88,-4510
Librarian,-287,56,-4887
Lieutenant Gren,146,70,-5473
Likeru,-1058,44,-5006
Liquid Exchange,167,8,-5324
Llevigar Professor,-1871,87,-4514
Llevigar Receptionist,-2128,78,-4524
Llevigar Soldier,-1992,35,-4675
Lodog,179,7,-5230
Lozeg,1021,19,-5149
Lucio,416,66,-1542
Lumilda,1022,110,-5483
Major,167,70,-5483
Mamui,6372,17,4518
Manager Nasea,-1663,46,-4376
Marden,16,74,-4795
Margaret,898,53,-1779
Markque The Wizard,9,55,-881
Marlow,68,23,-2181
Marston,-608,41,-3546
Martim,-663,44,-3156
Mask Salesman,-328,62,-1973
Maxie,-1707,76,-2610
Mayor Eoric,942,121,-5549
Mech Guard,-1955,42,-3196
Mech Guard,-1928,42,-3162
Mech Guard,-1897,41,-3141
Mech Guard,-1893,41,-3157
Mech Guard,-1872,41,-3144
Mech Guard,-1871,42,-3151
Mercenary Leader,-804,37,-742
Merchant,-966,47,-5281
Merloni,210,37,-2150
Monte,-550,64,-747
Mother,-448,47,-4988
Mylo,184,56,-2142
Nakoba,191,7,-5236
Nami The Healer,652,8,-2075
Narder,661,80,-5070
Nell,6337,15,4549
Neny,106,37,-3103
Nettik,-1775,83,-2141
Nichye,972,108,-5495
Nick,936,70,-1841
Nick,10055,34,5297
Nohno,-83,46,-2497
Nora,10037,23,5273
Norsten,437,79,-5056
Office Manager,-258,57,-4999
Old Journal,507,67,-1594
Old Siwel,833,52,-4010
Olivin,112,67,-3173
Omango,-540,35,-2020
Ope,-316,74,-1598
Orikal,322,79,-1089
Ormrod,979,70,-1808
Otium,-913,68,-1537
Passenger Controllant,-172,108,-4946
Pastor Arwes,-664,45,-5316
Phicx,1499,51,-5097
Phief,884,46,-2881
Phinas,-1672,39,-2083
Piere,-1844,56,-4951
Pirate,-672,37,-3161
Plaque,-375,64,-4803
Plario,1378,143,-5305
Poe,34,25,-2191
Pottur,-263,81,-1051
Prentiss,-861,93,-964
Prince of Troms,-791,38,-733
Private,91,44,-5376
Private Cob,682,75,-1714
Private Tylas,118,49,-5435
Professor Eih,24940,53,26642
Professor Eih,25355,60,26448
Ragamal,58,25,-2212
Ragni Guard,-877,68,-1573
Ragni's King,-939,67,-1567
Ragon,-80,68,-1391
Ranol,768,45,-5425
Ravine Villager,-614,88,-1411
Rayshyroth,846,88,-2907
Reder,942,115,-5493
Referick,-1086,48,-5376
Reiva,-1493,70,-2874
Relend,1304,36,-4043
Relos Mechanic,-1641,75,-2440
Rileen,-1446,47,-5530
Robot Sentry,-1566,103,-2916
Robot Sentry,-1566,103,-2912
Robot Sentry,-1542,103,-2913
Robot Sentry,-1519,103,-2915
Rodoroc Dwarf,1062,19,-5127
Rodoroc Dwarf,1106,14,-5173
Rodoroc Dwarf,1107,15,-5055
Rodoroc Dwarf,1123,14,-5168
Rohem,-487,47,-4975
Rontaid,14113,117,-4201
Royal Advisor Carlos,-848,99,-789
Rynend,-568,48,-1922
Salath,10004,22,5268
Salesman,-809,71,-924
Sanba,1569,52,-5288
Santa,1126,42,-3145
Sayleros,476,68,-1624
Sayrr,-409,41,-2155
Scavenger Hunt Collector,1036,115,-4531
Scout Reynauld,37,65,-1254
Seasum,940,77,-2866
Sensei Miyagi,495,110,-5571
Sergeant,132,66,-5490
Sergeant Klafson,-738,67,-1595
Server,9991,21,5297
Shaman Inrekei,-707,26,-573
Sherk,-2166,58,-5122
Shopkeeper,1467,46,-5340
Siegfried Agent,1120,124,-4556
Skyraider Guard,1476,85,-4336
Snail Race Supervisor,980,107,-4827
Soway,-181,111,-4320
Squiddles,205,23,-732
Steve,24887,33,23714
Stone Tablet,1554,122,-5022
Svin,1352,31,-1301
Sybeth,997,108,-5484
Sylvar,-504,113,-4426
Syni,158,7,-5228
Sytis,326,126,-4528
Taeyrn,728,45,-2124
Talking Mushroom,1100,126,-4869
Tarod,-7,69,-793
Telvu,165,76,-675
Tesha,1082,70,-1799
The Assistant,491,68,-1575
The Banker,498,67,-1558
The Blacksmith,722,62,-1469
The Cook,-847,67,-1562
The Mayor,-606,63,-5446
The Priest,321,43,-2150
The Secretary,1121,101,-4525
Therck,-536,70,-1589
Thesead's Mayor,832,113,-4994
Thomas,-609,90,-1432
Tirt,1016,41,-3101
Todd,-860,93,-961
Tolem,-1664,54,-5272
Tom,164,65,-3226
Traitor Thomas,-827,86,-674
Troll,1099,173,-2869
Troms Guard,-726,62,-942
Troms Guard,-602,64,-655
Troms Mage,-641,60,-872
Twendle,12,77,-456
Tyko,87,39,-2199
Urelix,-2116,57,-5566
Vaenr,-506,113,-4425
Vagrant Van,196,69,-1591
Valimare,-405,24,-5020
Viola,-858,93,-962
Viraex,5,75,-1147
Voer,-2103,60,-5427
Volmor,362,175,-5035
Vonlus,14069,119,-4207
Wedyf,659,66,-2047
Wirt,-820,94,-1040
Worid,-740,81,-662
Worid,476,15,-1707
Wynnic Soldier,-1412,46,-5206
Yahya,-292,72,-1386
Yahya,-277,71,-1681
Yahya,446,67,-1588
Yansur,372,65,-5501
Yavlis,-848,86,-875
Yobon,159,7,-5270
Yodbon,985,83,-1946
Yuge,335,129,-4489
Zenam,-1872,56,-4593
Zhight,-542,38,-2755
Zhight Tour Guide,-626,37,-2682
